Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
HDAnimalTrapSmallF,blocks,Container,,,Small Animal Caught,,,,,,,,Małe Zwierzę Złapane,,,,,,
HDAnimalTrapMedium,blocks,Container,,,HD AnimalTrap Small Medium,,,,,,,,Średnia Pułapka na Zwierzęta HD,,,,,,
HDAnimalTrapMediumF,blocks,Container,,,Medium Animal Caught,,,,,,,,Średnie Zwierzę Złapane,,,,,,

HDAnimalTrapSmallDesc,,item,Food,newKey,"Type: Small Animal Trap\n\nCarefully created Cage 'N' Bait will capture an animal over time, This can be looted for its raw produce once the animal is caught.",,,,,,,,"Typ: Mała Pułapka na Zwierzęta\n\nStarannie przygotowana klatka z przynętą z czasem złapie zwierzę, które można ograbić z surowych produktów po złapaniu.",,,,,,

HDAnimalTrapMediumDesc,,item,Food,newKey,"Type: Medium Animal Trap\n\nCarefully created Cage 'N' Bait will capture an animal over time, This can be looted for its raw produce once the animal is caught.",,,,,,,,"Typ: Średnia Pułapka na Zwierzęta\n\nStarannie przygotowana klatka z przynętą z czasem złapie zwierzę, które można ograbić z surowych produktów po złapaniu.",,,,,,

DasTulips Milky Stout,,item,Food,newKey,DasTulip's Milky Stout,,,,,,,,Mleczny Stout DasTulipa,,,,,,
DasTulipsMilkyStoutDesc,,item,Tools,newKey,Brewed for a longer lasting affect.\n\nBuzzed Off Your Tits you fight like a Boss. Unlocks L1 LivingOffTheLand.,,,,,,,,"Uwarzone dla dłuższego efektu.\n\nNa haju jak cholera, walcz jak szef. Odblokowuje 1 poziom umiejętności Życie z ziemi.",,,,,,

Resource Old Milk,,item,Food,newKey,Old Sour Milk,,,,,,,,Stare Kwaśne Mleko,,,,,,
ResourceOldMilkDesc,,item,Food,newKey,Old Sour Milk. Im sure it has its use.,,,,,,,,Stare Kwaśne Mleko. Na pewno ma jakieś zastosowanie.,,,,,,

HoneyGlazedChickenWingsDesc,,item,Food,newKey,"Type: Special Item\n\nFreshly prepared glazed chicken wings, Use the FarmLife Fire Surround to make this",,,,,,,,"Typ: Przedmiot Specjalny\n\nŚwieżo przygotowane glazurowane skrzydełka z kurczaka. Użyj Paleniska FarmLife, aby to wytworzyć.",,,,,,

HoneyGlazedChickenNuggetsDesc,,item,Food,newKey,"Type: Special Item\n\nFreshly prepared glazed chicken nuggets, Use the FarmLife Fire Surround to make this",,,,,,,,"Typ: Przedmiot Specjalny\n\nŚwieżo przygotowane glazurowane nuggetsy z kurczaka. Użyj Paleniska FarmLife, aby to wytworzyć.",,,,,,

HoneyGlazedHamDesc,,item,Food,newKey,"Type: Special Item\n\nFreshly prepared glazed ham, Use the FarmLife Fire Surround to make this",,,,,,,,"Typ: Przedmiot Specjalny\n\nŚwieżo przygotowana glazurowana szynka. Użyj Paleniska FarmLife, aby to wytworzyć.",,,,,,

HoneyGlazedCornFlakesDesc,,item,Food,newKey,"Type: Special Item\n\nFreshly prepared glazed cornflakes, Use the FarmLife Fire Surround to make this",,,,,,,,"Typ: Przedmiot Specjalny\n\nŚwieżo przygotowane glazurowane płatki kukurydziane. Użyj Paleniska FarmLife, aby to wytworzyć.",,,,,,

Fertiliser,,item,Tools,newKey,Fertiliser,,,,,,,,Nawóz,,,,,,
FarmersHoe,,item,Tools,newKey,Farming Hoe,,,,,,,,Motyka Rolnicza,,,,,,
FarmersHoeDesc,,item,Food,newKey,"Type: Farming Terrain \n\nRemove all debris from the ground including grass, stone, Then using Right Click use the Farming Hoe to Fertiliser the ground ready for planting.",,,,,,,,"Typ: Teren Rolniczy \n\nUsuń wszystkie zanieczyszczenia z ziemi, w tym trawę i kamienie, a następnie używając Prawego Przycisku Myszy użyj Motyki Rolniczej, aby użyźnić glebę gotową do sadzenia.",,,,,,
FertiliserDesc,,item,Food,newKey,"Type: Farming Terrain \n\nFertiliser is used to till farmland so that it can be cultivated for growing, When using the Hoe on Farmland POI Dirt along with Fertiliser the ground will be ready for planting and growing seedlings meaning you dont have to reply on just using Farm Plots.",,,,,,,,"Typ: Teren Rolniczy \n\nNawóz służy do uprawy ziemi rolnej, aby można było na niej sadzić. Kiedy użyjesz Motyki i Nawozu na Ziemi w Lokacjach Rolniczych, ziemia będzie gotowa do sadzenia i uprawy sadzonek, co oznacza, że nie musisz polegać wyłącznie na Polach Uprawnych.",,,,,,

plantedMushroom1,blocks,Block,,,Mushroom Seedling,,,,,,,,Sadzonka Grzyba,,,,,,
mushroomRadiated01,blocks,Block,,,Radiated Mushroom Seedling,,,,,,,,Sadzonka Napromieniowanego Grzyba,,,,,,
plantedYucca1,blocks,Block,,,Yucca Seedling,,,,,,,,Sadzonka Jukki,,,,,,
plantedCotton1,blocks,Block,,,Cotton Seedling,,,,,,,,Sadzonka Bawełny,,,,,,
plantedCoffee1,blocks,Block,,,Coffee Seedling,,,,,,,,Sadzonka Kawy,,,,,,
plantedGoldenrod1,blocks,Block,,,Goldenrod Seedling,,,,,,,,Sadzonka Nawłoci,,,,,,
plantedAloe1,blocks,Block,,,Aloe Seedling,,,,,,,,Sadzonka Aloesu,,,,,,
plantedBlueberry1,blocks,Block,,,Blueberry Seedling,,,,,,,,Sadzonka Jagody,,,,,,
plantedPotato1,blocks,Block,,,Potato Seedling,,,,,,,,Sadzonka Ziemniaka,,,,,,
plantedChrysanthemum1,blocks,Block,,,Chrysanthemum Seedling,,,,,,,,Sadzonka Chryzantemy,,,,,,
plantedCorn1,blocks,Block,,,Corn Seedling,,,,,,,,Sadzonka Kukurydzy,,,,,,
plantedHop1,blocks,Block,,,Hops Seedling,,,,,,,,Sadzonka Chmielu,,,,,,
plantedSnowberry1,blocks,Block,,,SnowBerry Seedling,,,,,,,,Sadzonka Śnieguszki,,,,,,
plantedPumpkin1,blocks,Block,,,Pumpkin Seedling,,,,,,,,Sadzonka Dyni,,,,,,
plantedGraceCorn1,blocks,Block,,,Super Corn Seedling,,,,,,,,Sadzonka Super Kukurydzy,,,,,,
plantedCannabis1,blocks,Block,,,Cannabis Seedling,,,,,,,,Sadzonka Konopi,,,,,,
plantedCannabisRed1,blocks,Block,,,Cannabis Red Seedling,,,,,,,,Sadzonka Czerwonych Konopi,,,,,,

plantedMushroom2,,item,Food,newKey,Mushroom Sapling,,,,,,,,Kiełkujący Grzyb,,,,,,
mushroomRadiated02,,item,Food,newKey,Radiated Mushroom Sapling,,,,,,,,Kiełkujący Napromieniowany Grzyb,,,,,,
plantedYucca2,,item,Food,newKey,Yucca Sapling,,,,,,,,Kiełkująca Jukka,,,,,,
plantedCotton2,,item,Food,newKey,Cotton Sapling,,,,,,,,Kiełkująca Bawełna,,,,,,
plantedCoffee2,,item,Food,newKey,Coffee Sapling,,,,,,,,Kiełkująca Kawa,,,,,,
plantedGoldenrod2,,item,Food,newKey,Goldenrod Sapling,,,,,,,,Kiełkująca Nawłoć,,,,,,
plantedAloe2,,item,Food,newKey,Aloe Sapling,,,,,,,,Kiełkujący Aloes,,,,,,
plantedBlueberry2,,item,Food,newKey,Blueberry Sapling,,,,,,,,Kiełkująca Jagoda,,,,,,
plantedPotato2,,item,Food,newKey,Potato Sapling,,,,,,,,Kiełkujący Ziemniak,,,,,,
plantedChrysanthemum2,,item,Food,newKey,Chrysanthemum Sapling,,,,,,,,Kiełkująca Chryzantema,,,,,,
plantedCorn2,,item,Food,newKey,Corn Sapling,,,,,,,,Kiełkująca Kukurydza,,,,,,
plantedHop2,,item,Food,newKey,Hop Sapling,,,,,,,,Kiełkujący Chmiel,,,,,,
plantedSnowberry2,,item,Food,newKey,Snowberry Sapling,,,,,,,,Kiełkująca Śnieguszka,,,,,,
plantedPumpkin2,,item,Food,newKey,Pumpkin Sapling,,,,,,,,Kiełkująca Dynia,,,,,,
plantedGraceCorn2,,item,Food,newKey,Super Corn Sapling,,,,,,,,Kiełkująca Super Kukurydza,,,,,,
plantedCannabis2,,item,Food,newKey,Cannabis Sapling,,,,,,,,Kiełkujące Konopie,,,,,,
plantedCannabisRed2,,item,Food,newKey,Cannabis Red Sapling,,,,,,,,Kiełkujące Czerwone Konopie,,,,,,

WeedWacker5000,,item,Food,newKey,Weed Wacker 5000,,,,,,,,Niszczyciel Chwastów 5000,,,,,,
WeedWacker5000Desc,,item,Tools,newKey,A simple tool for clearing weeds and collecting grass\n\nThis also uses the Living Off The Land perk tree so can be used to harvest produce also.,,,,,,,,"Proste narzędzie do usuwania chwastów i zbierania trawy.\n\nKorzysta również z drzewka umiejętności Życie z ziemi, więc może być używane także do zbioru plonów.",,,,,,


RawBaconBundlex10,items,Food,,,Raw Bacon x10,,,,,,,,Surowy Bekon x10,,,,,,
RawBaconBundlex50,items,Food,,,Raw Bacon x50,,,,,,,,Surowy Bekon x50,,,,,,
RawMeatBundlex50,,item,Tools,newKey,Raw Meat x50,,,,,,,,Surowe Mięso x10,,,,,,
RawMeatBundlex50,,item,Tools,newKey,Raw Meat x50,,,,,,,,Surowe Mięso x50,,,,,,
RawMeatBundlex100,,item,Tools,newKey,Raw Meat x100,,,,,,,,Surowe Mięso x100,,,,,,


RawBacon,,item,Tools,newKey,Raw Bacon,,,,,,,,Surowy Bekon,,,,,,
RawBaconDesc,,item,Food,newKey,Type: Raw Food\n\nRaw Bacon stripped straight from the Pig.,,,,,,,,Typ: Surowe Jedzenie\n\nSurowy bekon odcięty prosto ze świni.,,,,,,

HDRawMeatBundlex50Desc,,item,Food,newKey,"Type: Raw Food\n\n50 Fresh meat cuts straight from the bone, carefully wrapped so no smell is given off.",,,,,,,,"Typ: Surowe Jedzenie\n\n50 kawałków świeżego mięsa prosto z kości, starannie zapakowanych, aby nie wydzielały zapachu.",,,,,,
HDRawMeatBundlex100Desc,,item,Food,newKey,"Type: Raw Food\n\n100 Fresh meat cuts straight from the bone, carefully wrapped so no smell is given off.",,,,,,,,"Typ: Surowe Jedzenie\n\n100 kawałków świeżego mięsa prosto z kości, starannie zapakowanych, aby nie wydzielały zapachu.",,,,,,

HDRawBaconBundlex10Desc,,item,Food,newKey,"Type: Raw Food\n\n10 Fresh Bacon Rashers straight from the bone, carefully wrapped so no smell is given off.",,,,,,,,"Typ: Surowe Jedzenie\n\n10 świeżych plastrów bekonu prosto z kości, starannie zapakowanych, aby nie wydzielały zapachu.",,,,,,
HDRawBaconBundlex50Desc,,item,Food,newKey,"Type: Raw Food\n\n50 Fresh Bacon Rashers straight from the bone, carefully wrapped so no smell is given off.",,,,,,,,"Typ: Surowe Jedzenie\n\n50 świeżych plastrów bekonu prosto z kości, starannie zapakowanych, aby nie wydzielały zapachu.",,,,,,

RawBaconDeleteDesc,,item,Food,newKey,NO LONGER USED SO DELETE FROM INVENTORY,,,,,,,,"PRZEDMIOT WYCOFANY, USUŃ GO Z EKWIPUNKU",,,,,,

Aquarium,blocks,Block,,,Aquarium,,,,,,,,Akwarium,,,,,,

AquariumDesc,,item,Food,newKey,"Type: Aquarium \n\nA Beautiful Aquarium to place down, Lots of animated creatures to stare at all while listening to the sound of bubbles.",,,,,,,,"Typ: Akwarium \n\nPiękne akwarium do postawienia. Mnóstwo animowanych stworzeń, na które można się gapić, słuchając szumu bąbelków.",,,,,,

CocoaButter,,item,Food,newKey,Cocoa Butter,,,,,,,,Masło Kakaowe,,,,,,
CocoaPowder,,item,Food,newKey,Cocoa Powder,,,,,,,,Kakao w Proszku,,,,,,
CocoaPod,,item,Food,newKey,Cocoa Pod,,,,,,,,Strąk Kakaowca,,,,,,

CocoaPodDesc,,item,Tools,newKey,"Cocoa Pods are a fruit from the plant itself, These Pods are broken down & refined so they can be used to make Chocolate Butter and Chocolate Powder which is then used in the production of Chocolate itself.",,,,,,,,"Strąki kakaowca to owoce rośliny. Są one przetwarzane i rafinowane, aby uzyskać Masło Kakaowe i Kakao w Proszku, które następnie służą do produkcji samej czekolady.",,,,,,

CocoaPowderDesc,,item,Tools,newKey,"Cocoa Powder is a refined product made inside the kitchenAid using the Mixing Bowl, Its used primarily to make Chocolate Products.",,,,,,,,Kakao w Proszku to produkt rafinowany wytwarzany w KitchNaid przy użyciu Miski do Mieszania. Służy głównie do wyrobu produktów czekoladowych.,,,,,,

CocoaButterDesc,,item,Tools,newKey,"Cocoa Butter is a refined product made inside the Dairy Churn using the Whisk, Its used primarily to make Chocolate Products.",,,,,,,,Masło Kakaowe to produkt rafinowany wytwarzany w Maselnicy przy użyciu Trzepaczki. Służy głównie do wyrobu produktów czekoladowych.,,,,,,

ChocolateBarDesc,,item,Tools,newKey,This is a product made from Cocoa Butter and is produced using the Chopping Board along with the Damsacus Knife.,,,,,,,,"To produkt zrobiony z Masła Kakaowego, wytwarzany na Desce do Krojenia przy użyciu Noża z Damasceńskiej Stali.",,,,,,

ChocolateChipsDesc,,item,Tools,newKey,This is a product made from Cocoa Powder and is produced using the Chopping Board along with the Damsacus Knife.,,,,,,,,"To produkt zrobiony z Kakao w Proszku, wytwarzany na Desce do Krojenia przy użyciu Noża z Damasceńskiej Stali.",,,,,,

Bear Rug,blocks,Block,,,Bear Rug,,,,,,,,Dywan ze Skóry Niedźwiedzia,,,,,,

BearRugDesc,,item,Tools,newKey,A Beautiful Rug made from the hide of a Harvested Bear.,,,,,,,,Piękny dywan wykonany ze skóry upolowanego niedźwiedzia.,,,,,,

War3zukFarmLifeTip_Trees_title,UI,Loading Screen,x,,War3zuk FarmLife Trees,,,,,,,,Drzewa FarmLife,,,,,,
War3zukFarmLifeTip_Trees,UI,Loading Screen,x,,"When Generating a new world FarmLife Trees will be auto planted around the world, Each of these 20 trees will have its own fruit that may have its own special Buff as well as being used in the creation of food preperation",,,,,,,,"Podczas generowania nowego świata drzewa FarmLife zostaną automatycznie posadzone. Każde z tych 20 drzew ma własne owoce, które mogą nadawać specjalne wzmocnienia i są używane w przygotowywaniu posiłków.",,,,,,

War3zukFarmLifeTip_Plants_title,UI,Loading Screen,x,,War3zuk FarmLife Plants,,,,,,,,Rośliny FarmLife,,,,,,
War3zukFarmLifeTip_Plants,UI,Loading Screen,x,,"FarmLife comes with nearly 40 different plants that all have their own custom sapling and plant model, Each of these 40 plants grow their respective veggie that can be used in the creation of food items",,,,,,,,FarmLife wprowadza prawie 40 różnych roślin z własnymi modelami sadzonek i roślin. Każda z nich pozwala uzyskać warzywa wykorzystywane w nowych przepisach.,,,,,,

War3zukFarmLifeTip_FarmTable_title,UI,Loading Screen,x,,War3zuk FarmLife Farm Table,,,,,,,,Stół FarmLife,,,,,,
War3zukFarmLifeTip_FarmTable,UI,Loading Screen,x,,"The primary Bench in FarmLife is called the Farm Table and it is used to craft nearly all addons and items, There are lots of other benches like the following, Brew Cooker, Brew Station, Chopping Board, Cold Smoker, Dairy Churn, Farm Forge, Farm Table, Fermentor Bench, Gas Oven, KitchNaid and Webber Grill that each have their own function",,,,,,,,"Głównym stanowiskiem w FarmLife jest Stół FarmLife, służący do tworzenia prawie wszystkich przedmiotów. Inne stacje to: Kuchenka Piwowarska, Stacja Piwowarska, Deska do Krojenia, Zimna Wędzarnia, Maselnica, Kuźnia, Stół Fermentacyjny, Piekarnik Gazowy, KitchNaid i Grill Webber.",,,,,,

War3zukFarmLifeTip_Animals_title,UI,Loading Screen,x,,War3zuk FarmLife Animals,,,,,,,,Zwierzęta FarmLife,,,,,,
War3zukFarmLifeTip_Animals,UI,Loading Screen,x,,"FarmLife animals are split into two tiers, The first tier of animal is crafted from the FL Crafting Station which allows you to craft several different types of animal, Tier two are the Pen'd versions of those animals which sometimes give different cuts at differing amounts depending on the players skills and is made in the same FL Crafting Station.",,,,,,,,"Zwierzęta FarmLife dzielą się na dwa poziomy. Pierwszy poziom tworzy się w Stacji Rzemieślniczej FL. Drugi poziom to wersje zagrodowe, które dają inne ilości surowców w zależności od Twoich umiejętności.",,,,,,

War3zukFarmLifeTip_SpecialtyBenches_title,UI,Loading Screen,x,,War3zuk FarmLife Special Benches,,,,,,,,Specjalne Stacje FarmLife,,,,,,
War3zukFarmLifeTip_SpecialtyBenches,UI,Loading Screen,x,,"There are special work bench types in FarmLife that allow for different recipes, The FL Crafting Station is used in the creation of DNA Animals, The FarmLife Composter gives you extra recipes that require less materials to craft and is used in recipes like Animal Feed, The FL Fire Surround is a large concrete CampFire that has a full set of recipes that all craft faster and cost less to make.",,,,,,,,"W FarmLife istnieją specjalne stanowiska: Stacja Rzemieślnicza (DNA zwierząt), Kompostownik (tańsze przepisy, np. pasza) oraz Palenisko FarmLife (betonowe ognisko), gdzie rzemiosło jest szybsze i tańsze.",,,,,,

War3zukFarmLifeTip_Challenges_title,UI,Loading Screen,x,,War3zuk FarmLife Special Challenges,,,,,,,,Wyzwania FarmLife,,,,,,
War3zukFarmLifeTip_Challenges,UI,Loading Screen,x,,"FarmLife has had a custom challenge system added similar to the vanilla, These challenges will help You to understand some the things you can do inside FarmLife.",,,,,,,,"FarmLife posiada system niestandardowych wyzwań, podobny do tego z podstawowej gry. Pomogą Ci one zrozumieć nowe mechaniki wprowadzone przez modyfikację.",,,,,,

War3zukFarmLifeTip_Farming_title,UI,Loading Screen,x,,War3zuk FarmLife Farming/Tilling,,,,,,,,Rolnictwo i Uprawa,,,,,,
War3zukFarmLifeTip_Farming,UI,Loading Screen,x,,"In FarmLife there are some tools specific to Farming, One of these tools is the Farming Hoe which will allow you to upgrade a normal POI's soil to plantable soil using Fertilizer as the upgrade item.",,,,,,,,"FarmLife oferuje specjalistyczne narzędzia rolnicze. Jednym z nich jest Motyka Rolnicza, która pozwala ulepszyć zwykłą ziemię do ziemi uprawnej przy użyciu Nawozu.",,,,,,

PlumbingKit,,item,Food,newKey,Utility Plumbing Kit,,,,,,,,Użytkowy Zestaw Hydrauliczny,,,,,,
PlumbingKitDesc,,item,Tools,newKey,A simple plumbing kit to upgrade the Vanilla Utility Sink so that it works with filling empty jars using either right or left click once jars are equipped on the Toolbelt.,,,,,,,,Prosty zestaw hydrauliczny do ulepszenia standardowego zlewu. Pozwala na napełnianie pustych słoików po wybraniu ich na pasku narzędzi.,,,,,,

ResourceLiquidHoney,,item,Food,newKey,Liquid Honey,,,,,,,,Płynny Miód,,,,,,
ResourceLiquidHoneyDesc,,item,Tools,newKey,Found by harvesting certain trees that have active Bee Hives in them.,,,,,,,,"Pozyskiwany poprzez ścinanie określonych drzew, w których znajdują się aktywne ule.",,,,,,

vehicleFLTractor,vehicles,item,,,FarmLife Tractor,,,,,,,,Traktor FarmLife,,,,,,
vehicleFLTractorPlaceable,vehicles,item,,,FarmLife Tractor,,,,,,,,Traktor FarmLife,,,,,,

FLFarmingAxe,,item,Food,newKey,FarmLife Axe,,,,,,,,Siekiera FarmLife,,,,,,
FLFarmingAxeDesc,,item,Tools,newKey,FarmLife Axe is a great tool for harvesting as well as upgrading.,,,,,,,,"Siekiera FarmLife to świetne narzędzie do zbioru plonów, a także ulepszania bloków.",,,,,,
FLFarmingShovel,,item,Food,newKey,FarmLife Shovel,,,,,,,,Łopata FarmLife,,,,,,
FLFarmingShovelDesc,,item,Tools,newKey,"FarmLife Shovel is a great starter craftable for digging up those holes, it uses slightly less Stamina than the Iron version but is slightly better at digging.",,,,,,,,"Łopata FarmLife to świetny przedmiot startowy do kopania. Zużywa nieco mniej kondycji niż wersja żelazna, ale lepiej radzi sobie z ziemią.",,,,,,

FLTractorChassis,,item,Food,newKey,Tractor Chassis,,,,,,,,Podwozie Traktora,,,,,,
FLTractorAccessories,,item,Food,newKey,Tractor Accessories,,,,,,,,Akcesoria do Traktora,,,,,,

FLTractorChassisDesc,,item,Tools,newKey,Chassis for the FarmLife Tractor.,,,,,,,,Podwozie do traktora FarmLife.,,,,,,
FLTractorAccessoriesDesc,,item,Tools,newKey,Accessories for the FarmLife Tractor.,,,,,,,,Akcesoria do traktora FarmLife.,,,,,,

casinoCoin,,item,Food,newKey,Old Token,,,,,,,,Stary Żeton,,,,,,
FLWoodenBed,blocks,Block,,,FarmLife Bed,,,,,,,,Łóżko FarmLife,,,,,,

RawBacon,,item,Tools,newKey,Raw Bacon,,,,,,,,Surowy Bekon,,,,,,
RawBaconDesc,,item,Food,newKey,Type: Raw Food\n\nRaw Bacon stripped straight from the Pig.,,,,,,,,Typ: Surowe Jedzenie\n\nSurowy bekon odcięty prosto ze świni.,,,,,,

HDRawMeatBundlex50Desc,,item,Food,newKey,"Type: Raw Food\n\n50 Fresh meat cuts straight from the bone, carefully wrapped so no smell is given off.",,,,,,,,"Typ: Surowe Jedzenie\n\n50 kawałków świeżego mięsa prosto z kości, starannie zapakowanych, aby nie wydzielały zapachu.",,,,,,
HDRawMeatBundlex100Desc,,item,Food,newKey,"Type: Raw Food\n\n100 Fresh meat cuts straight from the bone, carefully wrapped so no smell is given off.",,,,,,,,"Typ: Surowe Jedzenie\n\n100 kawałków świeżego mięsa prosto z kości, starannie zapakowanych, aby nie wydzielały zapachu.",,,,,,

HDRawBaconBundlex10Desc,,item,Food,newKey,"Type: Raw Food\n\n10 Fresh Bacon Rashers straight from the bone, carefully wrapped so no smell is given off.",,,,,,,,"Typ: Surowe Jedzenie\n\n10 świeżych plastrów bekonu prosto z kości, starannie zapakowanych, aby nie wydzielały zapachu.",,,,,,
